Year,Age,Area,Regions,Value,M49_country_code,Reference area,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2009.0,,,,46.4,KGZ,Talas,KG07,,,,,
2010.0,,,,48.5,KGZ,Talas,KG07,,,,,
2011.0,,,,59.3,KGZ,Talas,KG07,,,,,
2012.0,,,,58.8,KGZ,Talas,KG07,,,,,
2013.0,,,,61.0,KGZ,Talas,KG07,,,,,
2014.0,,,,58.2,KGZ,Talas,KG07,,,,,
2015.0,,,,36.4,KGZ,Talas,KG07,,,,,
2016.0,,,,41.9,KGZ,Talas,KG07,,,,,
2017.0,,,,34.9,KGZ,Talas,KG07,,,,,
2018.0,,,,37.1,KGZ,Talas,KG07,,,,,
2019.0,,,,34.1,KGZ,Talas,KG07,,,,,
2020.0,,,,27.2,KGZ,Talas,KG07,,,,,
2021.0,,,,24.736925,KGZ,Talas,KG07,,,,,
2007.0,,,,38.4,KGZ,Chui,KG08,,,,,
2008.0,,,,40.1,KGZ,Chui,KG08,,,,,
2009.0,,,,39.3,KGZ,Chui,KG08,,,,,
2010.0,,,,44.0,KGZ,Chui,KG08,,,,,
2011.0,,,,49.1,KGZ,Chui,KG08,,,,,
2012.0,,,,50.3,KGZ,Chui,KG08,,,,,
2013.0,,,,52.0,KGZ,Chui,KG08,,,,,
2014.0,,,,50.8,KGZ,Chui,KG08,,,,,
2015.0,,,,59.7,KGZ,Chui,KG08,,,,,
2016.0,,,,47.8,KGZ,Chui,KG08,,,,,
2017.0,,,,46.4,KGZ,Chui,KG08,,,,,
2018.0,,,,52.1,KGZ,Chui,KG08,,,,,
2019.0,,,,51.0,KGZ,Chui,KG08,,,,,
2020.0,,,,44.5,KGZ,Chui,KG08,,,,,
2021.0,,,,38.926975,KGZ,Chui,KG08,,,,,
2007.0,,,,25.9,KGZ,Bishkek (city),KG11,,,,,
2008.0,,,,24.8,KGZ,Bishkek (city),KG11,,,,,
2009.0,,,,17.9,KGZ,Bishkek (city),KG11,,,,,
2010.0,,,,20.4,KGZ,Bishkek (city),KG11,,,,,
2011.0,,,,25.3,KGZ,Bishkek (city),KG11,,,,,
2012.0,,,,26.0,KGZ,Bishkek (city),KG11,,,,,
2013.0,,,,26.6,KGZ,Bishkek (city),KG11,,,,,
2014.0,,,,26.5,KGZ,Bishkek (city),KG11,,,,,
2015.0,,,,22.1,KGZ,Bishkek (city),KG11,,,,,
2016.0,,,,21.4,KGZ,Bishkek (city),KG11,,,,,
2017.0,,,,17.4,KGZ,Bishkek (city),KG11,,,,,
2018.0,,,,24.3,KGZ,Bishkek (city),KG11,,,,,
2019.0,,,,28.9,KGZ,Bishkek (city),KG11,,,,,
2020.0,,,,22.2,KGZ,Bishkek (city),KG11,,,,,
2021.0,,,,23.305152,KGZ,Bishkek (city),KG11,,,,,
2007.0,,,,24.2,KGZ,Osh (city),KG21,,,,,
2008.0,,,,26.0,KGZ,Osh (city),KG21,,,,,
2009.0,,,,23.9,KGZ,Osh (city),KG21,,,,,
2010.0,,,,27.0,KGZ,Osh (city),KG21,,,,,
2011.0,,,,36.1,KGZ,Osh (city),KG21,,,,,
2012.0,,,,43.9,KGZ,Osh (city),KG21,,,,,
2013.0,,,,46.7,KGZ,Osh (city),KG21,,,,,
2014.0,,,,54.9,KGZ,Osh (city),KG21,,,,,
2015.0,,,,52.8,KGZ,Osh (city),KG21,,,,,
2016.0,,,,52.6,KGZ,Osh (city),KG21,,,,,
2017.0,,,,51.6,KGZ,Osh (city),KG21,,,,,
2018.0,,,,65.0,KGZ,Osh (city),KG21,,,,,
2019.0,,,,77.0,KGZ,Osh (city),KG21,,,,,
2020.0,,,,63.7,KGZ,Osh (city),KG21,,,,,
2021.0,,,,69.352892,KGZ,Osh (city),KG21,,,,,
,,,,,UZB,,,01_101_,Total,True,2000.0,21.1
,,,,,UZB,,,01_101_,Total,True,2001.0,17.3
,,,,,UZB,,,01_101_,Total,True,2002.0,15.1
,,,,,UZB,,,01_101_,Total,True,2003.0,12.4
,,,,,UZB,,,01_101_,Total,True,2004.0,9.5
,,,,,UZB,,,01_101_,Total,True,2005.0,9.1
,,,,,UZB,,,01_101_,Total,True,2006.0,8.9
,,,,,UZB,,,01_101_,Total,True,2007.0,9.4
,,,,,UZB,,,01_101_,Total,True,2008.0,9.9
,,,,,UZB,,,01_101_,Total,True,2009.0,20.5
,,,,,UZB,,,01_101_,Total,True,2010.0,23.6
,,,,,UZB,,,01_101_,Total,True,2011.0,24.3
,,,,,UZB,,,01_101_,Total,True,2012.0,24.6
,,,,,UZB,,,01_101_,Total,True,2013.0,23.7
,,,,,UZB,,,01_101_,Total,True,2014.0,24.2
,,,,,UZB,,,01_101_,Total,True,2015.0,23.8
,,,,,UZB,,,01_101_,Total,True,2016.0,21.0
,,,,,UZB,,,01_101_,Total,True,2017.0,19.0
,,,,,UZB,,,01_101_,Total,True,2018.0,21.9
,,,,,UZB,,,01_101_,Total,True,2019.0,24.3
,,,,,UZB,,,01_101_,Total,True,2020.0,26.3
,,,,,UZB,,,01_101_,Total,True,2021.0,34.3
